#  2M2228  Ch1 Light Curve
# Period =        1.3685900 hr
# Time [BMJD]       Counts
  56285.9479138     3412.91461
  56285.9480666     3479.42349
  56285.9482147     3515.59234
  56285.9483675     3365.20726
  56285.9485203     3578.06010
  56285.9486730     3522.68603
  56285.9488258     3457.55917
  56285.9489785     3375.28741
  56285.9491267     3573.30623
  56285.9492794     3591.82889
  56285.9494323     3316.19287
  56285.9495803     3647.64964
  56285.9497332     3435.69335
  56285.9498859     3524.39702
  56285.9500340     3324.02072
  56285.9501868     3292.27082
  56285.9503395     3470.24461
  56285.9504924     3424.02410
  56285.9506405     3524.34511
  56285.9507933     3399.42418
  56285.9509460     3450.43298
  56285.9510987     3321.36681
  56285.9512469     3472.45024
  56285.9513996     3446.41297
  56285.9515524     3411.88203
  56285.9517052     3588.48902
  56285.9518532     3485.86909
  56285.9520061     3792.67682
  56285.9521588     3427.65411
  56285.9523116     3597.95900
  56285.9524643     3500.87913
  56285.9526172     3459.67596
  56285.9527653     3529.34257
  56285.9529180     3329.32051
  56285.9530661     3546.17402
  56285.9532190     3568.23485
  56285.9533717     3615.57706
  56285.9535244     3217.92235
  56285.9536727     3481.39834
  56285.9538254     3493.14915
  56285.9539781     3450.92052
  56285.9541309     3393.58067
  56285.9542790     3447.87242
  56285.9544318     3404.47219
  56285.9545845     3584.88198
  56285.9547374     3216.47973
  56285.9548855     3499.64188
  56285.9550382     3359.47787
  56285.9551910     3421.54856
  56285.9553437     3621.10168
  56285.9554966     3361.87771
  56285.9556446     3373.83570
  56285.9557974     3486.06400
  56285.9559502     3504.34233
  56285.9561030     3571.97219
  56285.9562511     3574.62922
  56285.9564038     3295.56712
  56285.9565566     3395.70046
  56285.9567047     3283.02510
  56285.9568575     3295.76564
  56285.9570103     3580.77288
  56285.9571631     3325.26681
  56285.9573112     3398.56078
  56285.9574639     3317.94843
  56285.9576167     3292.08449
  56285.9577694     3420.57730
  56285.9579177     3320.25763
  56285.9580703     3502.11388
  56285.9582231     3370.66481
  56285.9583759     3436.26839
  56285.9585287     3504.36924
  56285.9586768     3285.92190
  56285.9588296     3421.14953
  56285.9589824     3312.78256
  56285.9591350     3197.75005
  56285.9592833     3521.53107
  56285.9594359     3277.30249
  56285.9595887     3333.43275
  56285.9597369     3458.48498
  56285.9598897     3389.67987
  56285.9600424     3307.84668
  56285.9601952     3601.07202
  56285.9603434     3473.93384
  56285.9604961     3403.25973
  56285.9606489     3365.94887
  56285.9608016     3540.56529
  56285.9609497     3309.65861
  56285.9611025     3523.86544
  56285.9612553     3476.97892
  56285.9614080     3347.94268
  56285.9615608     3294.58177
  56285.9617089     3387.50468
  56285.9618617     3469.00010
  56285.9620144     3262.09726
  56285.9621626     3353.92872
  56285.9623154     3214.85884
  56285.9624681     3241.46077
  56285.9626209     3316.91623
  56285.9627689     3586.08262
  56285.9629218     3338.37396
  56285.9630792     3357.80837
  56285.9632272     3391.36096
  56285.9633754     3632.78973
  56285.9635281     3497.73054
  56285.9636857     3315.51243
  56285.9638338     3427.35618
  56285.9639819     3312.61028
  56285.9641347     3392.17647
  56285.9642873     3347.19390
  56285.9644401     3505.35370
  56285.9645929     3266.38939
  56285.9647411     3381.42092
  56285.9648938     3217.71620
  56285.9650467     3631.61267
  56285.9651947     3424.38095
  56285.9653475     3383.01768
  56285.9655003     3260.48547
  56285.9656530     3432.72084
  56285.9658012     3484.88691
  56285.9659585     3373.73478
  56285.9661068     3336.49776
  56285.9662594     3438.25423
  56285.9664075     3206.27549
  56285.9665651     3222.36690
  56285.9667132     3450.93257
  56285.9668659     3473.49429
  56285.9670141     3434.80768
  56285.9671667     3410.32244
  56285.9673196     3335.15378
  56285.9674723     3340.28121
  56285.9676251     3390.45284
  56285.9677732     3473.69774
  56285.9679260     3488.40353
  56285.9680788     3517.20235
  56285.9682269     3409.59756
  56285.9683797     3402.15929
  56285.9685323     3310.63772
  56285.9686853     3431.27451
  56285.9688333     3445.22822
  56285.9689861     3543.70261
  56285.9691434     3542.00862
  56285.9692916     3321.48328
  56285.9694397     3174.10476
  56285.9695972     3447.58264
  56285.9697453     3288.91460
  56285.9698981     3539.89520
  56285.9700462     3501.64575
  56285.9701989     3145.26342
  56285.9703517     3443.32131
  56285.9705045     3310.26734
  56285.9706572     3234.28103
  56285.9708054     3328.59442
  56285.9709582     3412.43605
  56285.9712590     3475.59070
  56285.9714117     3420.24955
  56285.9715646     3159.02828
  56285.9717173     3396.00597
  56285.9718655     3501.74795
  56285.9720229     3490.29125
  56285.9721710     3488.08711
  56285.9723238     3244.85153
  56285.9724719     3431.37899
  56285.9726245     3500.21777
  56285.9727774     3459.54539
  56285.9729301     3619.17131
  56285.9730783     3396.01810
  56285.9732311     3490.16934
  56285.9733838     3508.08257
  56285.9735366     3543.81684
  56285.9736894     3324.27605
  56285.9738376     3509.97912
  56285.9739902     3415.67324
  56285.9741430     3519.55429
  56285.9742911     3519.80350
  56285.9744487     3187.42353
  56285.9745967     3438.79378
  56285.9747495     3238.40922
  56285.9748976     3400.38954
  56285.9750503     3285.37633
  56285.9752078     3523.73784
  56285.9753558     3633.32925
  56285.9755041     3492.70126
  56285.9756615     3448.98546
  56285.9758096     3227.07837
  56285.9759623     3532.29915
  56285.9761103     3351.22244
  56285.9762633     3414.21251
  56285.9764159     3629.41842
  56285.9765688     3422.84581
  56285.9767215     3356.69453
  56285.9768742     3440.73531
  56285.9770224     3577.40277
  56285.9773234     3493.41606
  56285.9774761     3403.03582
  56285.9776289     3329.00358
  56285.9777817     3454.70023
  56285.9779343     3637.18312
  56285.9780826     3529.67927
  56285.9782353     3548.25090
  56285.9783881     3376.79463
  56285.9785362     3357.83213
  56285.9786936     3531.92536
  56285.9788416     3633.52149
  56285.9789944     3434.79392
  56285.9791426     3459.81829
  56285.9793000     3389.85000
  56285.9794527     3402.53018
  56285.9796009     3341.54916
  56285.9797538     3571.03459
  56285.9802073     3540.34287
  56285.9803555     3560.35737
  56285.9805129     3248.97798
  56285.9806609     3413.41872
  56285.9808138     3543.70176
  56285.9809618     3503.59520
  56285.9811146     3358.05195
  56285.9812675     3474.36425
  56285.9814202     3456.90225
  56285.9815684     3651.02179
  56285.9817257     3754.72375
  56285.9818738     3536.22267
  56285.9820266     3555.71464
  56285.9821747     3559.75386
  56285.9823321     3567.68632
  56285.9824802     3379.24307
  56285.9826330     3636.77905
  56285.9827858     3449.65060
  56285.9829340     3456.26237
  56285.9830867     3663.40410
  56285.9832395     3691.58490
  56285.9833876     3601.92110
  56285.9835403     3450.78441
  56285.9836932     3594.78937
  56285.9838459     3553.98940
  56285.9839941     3536.67580
  56285.9841468     3621.46340
  56285.9842995     3517.13113
  56285.9844523     3494.92958
  56285.9846004     3595.63615
  56285.9847533     3508.24185
  56285.9849060     3401.04969
  56285.9850587     3581.20287
  56285.9852116     3516.56261
  56285.9853597     3542.43365
  56285.9855124     3581.06864
  56285.9856652     3475.08341
  56285.9858179     3612.13888
  56285.9859661     3395.05476
  56285.9861188     3496.94670
  56285.9862716     3351.02302
  56285.9864198     3742.73145
  56285.9865724     3330.63984
  56285.9867252     3463.53638
  56285.9868780     3598.27838
  56285.9870262     3497.41643
  56285.9871790     3445.24343
  56285.9873317     3365.53199
  56285.9874845     3467.11640
  56285.9876327     3586.01711
  56285.9877854     3595.52125
  56285.9879380     3691.54658
  56285.9880908     3394.14735
  56285.9882390     3688.46845
  56285.9883918     3393.07353
  56285.9885446     3503.57091
  56285.9886973     3721.11128
  56285.9888501     3595.15317
  56285.9889982     3541.68387
  56285.9891510     3577.79588
  56285.9893037     3576.51454
  56285.9894519     3530.70171
  56285.9896046     3728.75250
  56285.9897574     3848.36150
  56285.9899102     3600.91614
  56285.9900582     3622.77915
  56285.9902110     3521.92218
  56285.9903637     3564.90045
  56285.9905166     3615.69604
  56285.9906647     3404.06217
  56285.9908221     3497.19183
  56285.9909702     3663.49744
  56285.9911231     3757.53534
  56285.9912712     3649.63009
  56285.9914239     3679.09995
  56285.9915768     3308.68057
  56285.9917295     3508.03748
  56285.9918821     3711.14966
  56285.9920350     3659.20549
  56285.9921831     3483.82756
  56285.9923359     3506.21731
  56285.9924840     3617.42512
  56285.9926368     3440.97825
  56285.9927896     3516.60788
  56285.9929423     3597.07120
  56285.9930904     3538.13819
  56285.9932432     3621.80528
  56285.9933960     3638.07851
  56285.9935487     3594.99970
  56285.9936969     3618.26818
  56285.9938542     3487.71061
  56285.9940024     3515.12823
  56285.9941552     3584.68820
  56285.9943032     3480.38643
  56285.9944607     3485.46793
  56285.9946088     3597.45507
  56285.9947616     3617.72964
  56285.9949143     3491.99763
  56285.9950625     3624.43441
  56285.9952153     3762.73930
  56285.9953680     3478.25459
  56285.9955208     3611.13647
  56285.9956689     3515.78126
  56285.9958218     3627.26360
  56285.9959745     3629.94237
  56285.9961226     3381.29156
  56285.9962753     3453.12766
  56285.9964327     3717.37602
  56285.9965809     3700.14210
  56285.9967290     3383.78110
  56285.9968819     3566.03509
  56285.9970346     3504.33417
  56285.9971873     3534.90744
  56285.9973400     3376.20965
  56285.9974882     3626.14936
  56285.9976410     3501.19718
  56285.9977937     3559.87200
  56285.9979465     3355.31808
  56285.9980992     3610.81997
  56285.9982473     3439.49360
  56285.9984002     3516.99459
  56285.9985482     3670.39626
  56285.9987058     3623.27821
  56288.5566740     3600.20808
  56288.5568263     3464.28160
  56288.5569791     3578.25417
  56288.5571318     3561.96506
  56288.5572846     3449.73781
  56288.5574328     3527.03382
  56288.5575856     3574.34708
  56288.5577337     3373.05637
  56288.5578911     3322.50708
  56288.5580392     3542.32268
  56288.5581919     3504.22146
  56288.5583401     3571.54619
  56288.5584928     3416.66551
  56288.5586457     3550.93946
  56288.5587983     3757.41780
  56288.5589466     3541.87310
  56288.5590992     3520.34226
  56288.5592520     3674.27269
  56288.5594048     3539.07940
  56288.5595529     3525.87700
  56288.5597058     3463.01128
  56288.5598584     3546.84736
  56288.5600113     3574.70900
  56288.5601594     3499.34882
  56288.5603122     3570.67120
  56288.5604648     3368.40516
  56288.5606175     3493.60032
  56288.5607658     3631.89289
  56288.5609186     3551.91649
  56288.5610714     3268.19699
  56288.5612241     3628.66287
  56288.5613723     3547.18620
  56288.5615250     3666.64050
  56288.5616777     3526.47677
  56288.5618306     3676.12681
  56288.5619787     3497.18878
  56288.5621315     3510.63283
  56288.5622842     3512.04126
  56288.5624370     3640.70638
  56288.5625851     3548.39671
  56288.5627378     3735.60342
  56288.5628907     3474.50745
  56288.5630433     3635.84807
  56288.5631914     3670.44575
  56288.5633442     3626.25075
  56288.5634970     3612.12568
  56288.5636498     3714.82530
  56288.5637979     3506.88092
  56288.5639507     3516.61473
  56288.5641035     3530.29667
  56288.5642563     3629.34009
  56288.5644044     3509.20615
  56288.5645571     3638.99357
  56288.5647099     3469.84563
  56288.5648626     3575.38007
  56288.5650108     3624.01788
  56288.5651635     3737.23997
  56288.5653164     3577.01934
  56288.5654691     3647.13237
  56288.5656218     3811.21177
  56288.5657700     3490.15074
  56288.5659228     3392.13540
  56288.5660756     3694.02295
  56288.5662237     3505.44410
  56288.5663764     3469.32392
  56288.5665292     3603.67857
  56288.5666820     3413.62527
  56288.5668300     3554.06283
  56288.5669829     3626.84996
  56288.5671355     3585.53954
  56288.5672884     3492.37122
  56288.5674365     3648.97327
  56288.5675893     3603.16671
  56288.5677420     3656.50530
  56288.5678947     3415.94737
  56288.5680429     3595.41496
  56288.5682003     3415.40785
  56288.5683485     3913.63343
  56288.5685012     3747.69676
  56288.5686541     3613.07594
  56288.5688022     3671.11704
  56288.5689548     3667.70007
  56288.5691076     3603.00793
  56288.5692604     3601.84095
  56288.5694086     3636.72059
  56288.5695612     3663.16811
  56288.5697141     3573.61810
  56288.5698622     3437.70105
  56288.5700196     3440.32286
  56288.5701678     3680.99088
  56288.5703204     3664.00432
  56288.5704686     3390.32381
  56288.5706214     3409.79227
  56288.5707742     3591.11174
  56288.5709270     3535.09263
  56288.5710751     3591.78623
  56288.5712279     3683.29157
  56288.5713806     3756.21793
  56288.5715333     3563.73251
  56288.5716814     3672.86454
  56288.5718342     3616.82620
  56288.5719871     3389.48160
  56288.5721398     3477.52978
  56288.5722926     3523.84013
  56288.5724406     3524.57150
  56288.5725934     3448.08329
  56288.5727462     3702.37507
  56288.5728944     3700.54849
  56288.5730471     3557.47869
  56288.5731999     3711.88573
  56288.5733527     3801.14045
  56288.5735008     3615.85309
  56288.5736536     3688.95061
  56288.5738063     3401.38296
  56288.5739590     3604.28422
  56288.5741119     3725.91271
  56288.5742600     3481.31865
  56288.5744128     3695.74716
  56288.5745655     3736.29285
  56288.5747138     3549.85787
  56288.5748664     3697.32492
  56288.5750191     3748.47287
  56288.5751720     3800.79662
  56288.5753201     3574.75545
  56288.5754729     3712.12003
  56288.5756255     3667.13768
  56288.5757784     3468.41419
  56288.5759311     3672.89013
  56288.5760792     3829.56578
  56288.5763848     3657.64241
  56288.5765375     3535.73440
  56288.5766856     3548.20079
  56288.5768386     3586.03772
  56288.5769912     3654.30765
  56288.5771392     3756.27045
  56288.5772922     3525.44184
  56288.5774448     3431.19461
  56288.5775977     3480.68186
  56288.5777458     3795.02544
  56288.5778985     3351.31652
  56288.5780513     3524.32731
  56288.5782040     3557.47276
  56288.5783569     3685.54653
  56288.5785050     3538.75217
  56288.5786577     3637.24621
  56288.5788105     3642.93677
  56288.5789632     3630.60323
  56288.5791114     3588.07466
  56288.5792642     3691.55265
  56288.5794169     3652.56856
  56288.5795696     3886.12059
  56288.5797224     3446.50204
  56288.5798705     3654.44364
  56288.5800233     3510.28034
  56288.5801715     3379.24488
  56288.5803243     3481.99257
  56288.5804771     3625.45820
  56288.5806297     3701.55905
  56288.5807780     3376.43543
  56288.5809307     3653.66603
  56288.5810834     3560.67030
  56288.5812362     3503.37588
  56288.5813842     3587.91041
  56288.5815372     3679.94148
  56288.5816899     3615.12081
  56288.5818426     3674.46448
  56288.5819907     3618.90309
  56288.5821481     3576.60277
  56288.5822963     3541.47226
  56288.5824491     3693.41374
  56288.5826019     3690.01254
  56288.5827500     3580.33140
  56288.5829027     3946.79662
  56288.5830555     3605.64058
  56288.5832035     3643.42946
  56288.5833564     3409.03803
  56288.5835091     3723.95893
  56288.5836620     3452.41500
  56288.5838100     3714.21207
  56288.5839628     3724.68369
  56288.5841156     3535.34173
  56288.5842683     3530.80107
  56288.5844165     3628.56023
  56288.5845693     3670.92797
  56288.5847221     3695.35889
  56288.5848748     3682.29585
  56288.5850229     3664.49583
  56288.5851757     3498.55685
  56288.5853284     3662.49746
  56288.5854811     3503.19134
  56288.5856292     3559.23476
  56288.5857821     3547.71257
  56288.5859348     3617.49679
  56288.5860877     3531.46224
  56288.5862358     3652.05732
  56288.5863932     3606.82428
  56288.5865413     3708.37269
  56288.5866941     3452.70661
  56288.5868422     3550.14295
  56288.5869949     3596.17656
  56288.5871477     3631.23069
  56288.5873005     3757.94181
  56288.5874486     3817.68677
  56288.5876061     3443.31046
  56288.5877541     3648.69405
  56288.5879069     3664.27055
  56288.5880550     3352.11551
  56288.5882078     3820.50449
  56288.5883606     3735.17285
  56288.5885133     3601.87726
  56288.5886615     3601.89754
  56288.5888142     3613.97748
  56288.5889671     3471.43386
  56288.5891197     3661.62265
  56288.5892680     3553.64917
  56288.5894206     3796.16180
  56288.5895733     3397.93941
  56288.5897262     3621.37611
  56288.5898743     3758.05046
  56288.5900272     3545.62450
  56288.5901798     3523.16271
  56288.5903326     3527.83840
  56288.5904808     3450.89038
  56288.5906335     3608.49879
  56288.5907864     3474.59393
  56288.5909391     3597.43101
  56288.5910872     3639.72534
  56288.5912400     3477.89612
  56288.5913927     3618.88199
  56288.5915455     3430.27389
  56288.5916936     3544.87385
  56288.5918465     3552.63217
  56288.5919991     3565.81168
  56288.5921518     3569.33318
  56288.5923001     3390.06983
  56288.5924528     3527.42459
  56288.5926056     3652.65059
  56288.5927583     3699.53123
  56288.5929065     3615.41795
  56288.5930593     3394.38709
  56288.5932120     3592.84915
  56288.5933647     3429.17742
  56288.5935176     3574.67911
  56288.5936657     3427.52738
  56288.5938184     3400.86726
  56288.5939712     3636.33660
  56288.5941239     3547.30538
  56288.5942721     3488.10758
  56288.5944249     3768.81599
  56288.5945775     3732.41276
  56288.5948785     3392.45196
  56288.5950313     3489.84886
  56288.5951841     3419.70351
  56288.5953322     3509.43468
  56288.5954850     3255.63495
  56288.5956377     3573.25640
  56288.5957905     3721.33883
  56288.5959385     3767.91857
  56288.5960914     3417.15463
  56288.5962441     3483.21644
  56288.5963968     3529.81253
  56288.5965451     3575.83020
  56288.5967025     3733.13482
  56288.5968506     3734.49548
  56288.5970033     3447.98531
  56288.5971561     3446.98088
  56288.5973042     3446.17923
  56288.5974571     3402.12124
  56288.5976098     3539.59673
  56288.5977624     3673.85649
  56288.5979107     3576.23582
  56288.5980634     3582.92485
  56288.5982162     3479.44223
  56288.5983643     3375.40945
  56288.5985170     3290.89476
  56288.5986698     3568.90731
  56288.5988226     3495.34889
  56288.5989755     3559.18035
  56288.5991235     3471.11782
  56288.5992763     3358.24183
  56288.5994291     3578.26065
  56288.5995772     3456.78610
  56288.5997300     3610.46531
  56288.5998827     3693.43269
  56288.6000355     3394.91705
  56288.6001836     3615.00793
  56288.6003365     3582.56579
  56288.6004891     3649.39662
  56288.6006419     3432.03842
  56288.6007901     3404.97528
  56288.6009427     3354.96464
  56288.6010956     3265.80560
  56288.6012483     3467.10387
  56288.6013965     3527.47407
  56288.6015492     3525.44083
  56288.6017019     3602.99623
  56288.6018547     3708.79882
  56288.6020029     3407.10813
  56288.6021557     3495.92029
  56288.6023084     3589.03103
  56288.6024612     3455.59892
  56288.6026093     3563.91516
  56288.6027620     3448.63570
  56288.6029149     3397.81775
  56288.6030676     3582.33295
  56288.6032158     3494.52728
  56288.6033685     3637.11846
  56288.6035214     3371.51999
  56288.6036740     3430.77882
  56288.6038222     3663.37274
  56288.6039750     3408.75496
  56288.6041277     3562.65968
  56288.6042805     3561.13779
  56288.6044285     3530.41704
  56288.6045813     3700.12392
  56288.6047341     3559.59900
  56288.6048868     3323.07177
  56288.6050350     3568.85662
  56288.6051878     3706.02366
  56288.6053407     3371.82154
  56288.6054934     3509.21159
  56288.6056414     3603.61761
  56288.6057942     3780.85991
  56288.6059469     3438.76415
  56288.6060998     3578.36529
  56288.6062479     3493.79336
  56288.6064052     3640.82365
  56288.6065534     3560.36478
  56288.6067062     3642.78245
  56288.6068543     3461.30528
  56288.6070071     3783.38787
  56288.6071598     3717.28542
  56288.6073126     3455.35452
  56288.6074653     3444.52267
  56288.6076181     3293.80885
  56288.6077662     3324.99145
  56288.6079191     3426.38992
  56288.6082199     3421.24299
  56288.6083727     3569.80017
  56288.6085254     3365.69903
  56288.6086735     3448.08151
  56288.6088263     3647.02213
  56288.6089791     3331.56072
  56288.6091319     3438.07277
  56288.6092847     3401.35180
  56288.6094327     3603.29590
  56288.6095855     3574.71435
  56288.6097384     3426.34306
  56288.6098864     3542.21156
  56288.6100393     3651.32997
  56288.6101920     3543.56428
  56288.6103446     3495.85849
  56288.6104929     3453.02755
  56288.6106456     3499.13729
  56288.6107985     3335.95934
  56288.6109511     3582.63799
  56288.6110993     3351.20722
  56288.6112521     3398.10666
  56288.6114048     3453.74317
  56288.6115576     3413.27703
  56288.6117057     3550.72446
  56288.6118584     3516.70592
  56288.6120113     3502.94345
  56288.6121639     3536.22899
  56288.6123121     3621.78237
  56288.6124649     3607.78476
  56288.6126177     3401.56784
  56288.6127705     3405.72640
  56288.6129186     3643.51161
  56288.6130761     3536.28351
  56288.6132240     3473.04138
  56288.6133769     3525.73309
  56288.6135251     3647.96647
  56288.6136825     3539.02470
  56288.6138305     3401.10347
  56288.6139833     3585.00496
  56288.6141314     3537.12853
  56288.6142842     3446.49088
  56288.6144370     3559.58997
  56288.6145897     3551.78383
  56288.6147379     3609.67526
  56288.6148907     3536.32503
  56288.6150435     3434.84847
  56288.6151962     3563.89777
  56288.6153443     3507.51820
  56288.6154971     3491.60660
  56288.6156498     3235.77004
  56288.6158027     3423.12636
  56288.6159507     3522.97300
  56288.6161034     3349.74124
  56288.6162563     3761.08812
  56288.6164090     3456.24148
  56288.6165572     3556.20883
  56288.6167145     3694.19622
  56288.6168626     3471.93630
  56288.6170154     3793.48872
  56288.6171636     3605.96154
  56288.6173164     3537.43420
  56288.6174691     3450.77405
  56288.6176219     3560.07261
  56288.6177700     3459.52611
  56288.6179229     3521.43786
  56288.6180755     3453.24736
  56288.6182283     3318.76993
  56288.6183765     3647.21862
  56288.6185292     3509.05720
  56288.6186820     3349.88512
  56288.6188347     3414.56780
  56288.6191356     3651.43631
  56288.6192885     3595.90000
  56288.6194412     3350.83250
  56288.6195893     3582.59198
  56288.6197421     3466.07725
  56288.6198948     3606.98469
  56288.6200476     3615.65822
  56288.6201957     3281.34176
  56288.6203485     3365.98842
  56288.6205012     3808.09545
  56288.6206540     3547.40261
  56288.6208022     3980.36489
  56288.6209549     3476.47877
  56288.6211078     3470.44939
  56288.6212605     3579.46814
  56288.6214132     3548.45503
  56288.6215614     3701.01803
  56288.6217141     3608.51954
  56288.6218669     3598.54019
  56288.6220150     3617.79461
  56288.6221678     3590.18985
  56288.6223205     3528.46318
  56288.6224732     3533.19332
  56288.6226215     3579.05296
  56288.6227741     3541.08967
  56288.6229270     3534.69916
  56288.6230797     3625.67653
  56288.6232278     3819.19633
  56288.6233806     3590.27548
  56288.6235334     3628.53931
  56288.6236863     3645.81581
  56288.6238343     3501.88620
  56288.6239871     3704.60286
  56288.6241398     3411.62639
  56288.6242925     3376.12159
  56288.6244407     3800.37444
  56288.6245934     3602.47990
  56288.6247463     3461.92594
  56288.6248989     3550.66102
  56288.6250472     3519.92347
  56288.6251999     3434.13109
  56288.6253527     3625.23689
  56288.6255055     3670.74339
  56288.6256535     3760.46045
  56288.6258064     3535.42994
  56288.6259591     3520.47528
  56288.6261118     3506.57080
  56288.6262600     3658.13181
  56288.6264128     3635.22809
  56288.6265655     3461.11563
  56288.6267182     3705.43438
  56288.6268664     3536.37310
  56288.6270192     3532.82831
  56288.6271720     3688.07587
  56288.6273247     3394.16588
  56288.6274776     3600.79569
  56288.6276256     3612.19467
  56288.6277783     3462.01017
  56288.6279312     3486.50897
  56288.6280792     3705.01929
  56288.6282367     3726.72500
  56288.6283848     3531.10260
  56288.6285376     3588.03016
  56288.6286857     3759.13176
  56288.6288385     3683.22060
  56288.6289912     3465.65393
  56288.6291440     3538.64840
  56288.6292921     3565.50662
  56288.6294449     3573.05926
  56288.6295977     3409.56958
  56288.6297505     3692.06699
  56288.6298985     3636.92266
  56288.6300560     3478.30578
  56288.6302041     3599.51281
  56288.6303569     3565.45872
  56288.6305050     3886.36228
  56288.6306579     3558.56925
  56288.6308105     3344.72295
  56288.6309632     3592.14064
  56288.6312641     3788.10975
  56288.6314170     3846.36427
  56288.6315697     3879.99753
  56288.6317179     3431.63366
  56288.6318752     3745.65639
  56288.6320233     3741.88151
  56288.6321762     3492.16173
  56288.6323243     3482.98920
  56288.6324772     3693.95052
  56288.6326298     3713.94120
  56288.6327825     3465.19133
  56288.6329307     3442.21706
  56288.6330834     3683.34264
  56288.6332363     3595.06740
  56288.6333890     3778.92547
  56288.6335371     3645.67637
  56288.6336899     3685.65233
  56288.6338427     3959.09409
  56288.6339954     3661.37095
  56288.6341435     3791.24696
  56288.6343010     3605.03322
  56288.6344491     3514.85418
  56288.6346018     3705.96487
  56288.6347500     3525.87480
  56288.6349028     3796.58606
  56288.6350556     3610.10315
  56288.6352082     3589.37179
  56288.6353564     3536.23433
  56288.6355091     3684.98983
  56288.6356620     3739.51220
  56288.6358147     3619.53904
  56288.6359675     3682.30231
  56288.6361156     3566.14503
  56288.6362685     3602.21782
  56288.6364212     3799.86539
  56288.6365692     3861.28558
  56288.6367221     3462.30055
  56288.6368748     3552.60809
  56288.6370276     3589.80526
  56288.6371757     3620.45527
  56288.6373331     3685.29591
  56288.6374812     3707.34005
  56288.6376339     3558.57998
  56288.6377868     3672.72439
  56288.6379349     3513.82007
  56288.6380878     3722.49861
  56288.6382404     3809.36793
  56288.6383885     3642.66396
  56288.6385414     3670.48619
  56288.6386941     3620.99646
  56288.6388468     3884.07909
  56288.6389950     3519.94473
  56288.6391478     3661.47997
  56288.6393005     3660.57143
  56288.6394533     3414.75674
  56288.6396013     3596.16213
  56288.6397588     3846.16669
  56288.6399070     3639.75394
  56288.6400596     3676.75929
  56288.6402079     3620.05120
  56288.6403606     3687.62839
  56288.6405134     3402.28447
  56288.6406662     3548.29495
  56288.6408142     3732.93842
  56288.6409671     3683.43213
  56288.6411198     3525.57444
  56288.6412727     3429.24064
  56288.6414206     3643.52344
  56288.6415735     3705.89674
  56288.6417262     3549.85162
  56288.6418789     3501.57432
  56288.6420272     3647.34968
  56288.6421799     3530.59607
  56288.6423327     3689.76916
  56288.6424855     3598.29374
  56288.6426382     3620.44549
  56288.6427863     3585.06992
  56288.6429390     3529.17821
  56288.6430919     3543.41854
  56288.6432399     3456.93084
  56288.6433926     3816.67457
  56288.6435455     3368.17831
  56288.6436982     3704.85652
  56288.6438465     3667.07643
  56288.6439991     3864.61645
  56288.6441520     3539.17957
  56288.6443047     3760.98235
  56288.6444529     3669.75713
  56288.6446056     3666.95738
  56288.6447583     3644.71444
  56288.6449112     3664.54178
  56288.6450592     3766.96466
  56288.6452121     3574.75594
  56288.6453648     3729.24163
  56288.6455176     3506.10509
  56288.6456703     3751.35559
  56288.6458184     3756.10150
  56288.6459712     3520.39254
  56288.6461240     3590.54884
  56288.6462722     3403.34799
  56288.6464250     3530.48198
  56288.6465776     3663.77173
  56288.6467304     3556.01634
  56288.6468831     3317.73543
  56288.6470313     3620.63311
  56288.6471841     3694.16371
  56288.6473369     3687.29735
  56288.6474850     3611.20355
  56288.6476378     3587.57112
  56288.6477905     3510.06045
  56288.6479432     3422.18417
  56288.6480914     3723.74443
  56288.6482442     3622.65686
  56288.6483970     3246.02581
  56288.6485497     3582.88415
  56288.6486979     3763.35655
  56288.6488506     3661.79468
  56288.6490034     3621.97091
  56288.6491561     3515.71701
  56288.6493042     3493.86994
  56288.6494570     3422.29175
  56288.6496098     3369.82878
  56288.6497626     3483.30058
  56288.6499106     3637.95318
  56288.6500634     3616.61425
  56288.6502162     3438.17759
  56288.6503689     3706.71395
  56288.6505172     3823.15430
  56288.6506699     3579.63834
  56288.6508227     3696.22600
  56288.6509753     3458.39595
  56288.6511236     3633.01396
  56288.6512763     3540.01390
  56288.6514291     3626.81259
  56288.6515819     3794.86612
  56288.6517346     3582.41143
  56288.6518828     3628.85321
  56288.6520355     3580.71215
  56288.6521882     3510.03490
  56288.6523364     3806.18570
  56288.6524892     3548.34378
  56288.6526419     3522.02841
  56288.6527946     3515.53380
  56288.6529475     3485.13755
  56288.6530956     3628.58314
  56288.6532483     3642.02332
  56288.6534012     3557.98101
  56288.6535492     3606.89674
  56288.6537020     3563.52029
  56288.6538548     3532.41949
  56288.6540075     3446.62755
  56288.6541557     3555.69325
  56288.6543084     3772.51653
  56288.6544613     3588.94163
  56288.6546140     3473.85174
  56288.6547667     3505.71761
  56288.6549149     3510.64622
  56288.6550676     3645.16359
  56288.6552205     3528.09013
  56288.6553685     3606.38778
  56288.6555212     3542.66266
  56288.6556741     3594.86639
  56288.6558268     3381.16305
  56288.6559796     3489.33566
  56288.6561277     3615.06283
  56288.6562805     3580.09342
  56288.6564332     3388.91595
  56288.6565814     3614.06076
  56288.6567389     3610.11278
  56288.6570397     3597.41022
  56288.6571878     3659.17363
  56288.6573406     3591.62649
  56288.6574934     3430.75425
  56288.6576460     3567.56954
  56288.6577989     3600.14337
  56288.6579470     3455.08839
  56288.6580997     3505.84110
