#  2M1324  Ch1 Light Curve
# Period =       13.0000 hr
# Time [BMJD]       Counts
  56384.8949882    19284.79933
  56384.8951410    19500.75921
  56384.8952937    19433.58774
  56384.8954465    19587.83381
  56384.8955993    19370.50198
  56384.8957521    19017.72472
  56384.8959001    19402.15694
  56384.8960530    19255.23252
  56384.8962011    19278.29613
  56384.8963541    19161.07711
  56384.8965067    19230.94855
  56384.8966594    19141.93816
  56384.8968077    19409.19336
  56384.8969604    19233.22116
  56384.8971132    19649.85585
  56384.8972660    19559.40573
  56384.8974142    18828.31090
  56384.8975669    19331.31819
  56384.8977197    19360.54688
  56384.8978725    19478.03059
  56384.8980252    19457.36664
  56384.8981735    19315.72838
  56384.8983262    19233.78175
  56384.8984791    19313.21278
  56384.8986271    19015.03360
  56384.8989327    19134.77854
  56384.8990855    19188.40229
  56384.8992336    19366.31886
  56384.8993863    19195.56394
  56384.8995392    19209.49959
  56384.8996920    19119.35531
  56384.8998401    19040.96017
  56384.8999929    19330.76488
  56384.9001456    19542.87721
  56384.9002984    19372.25158
  56384.9004466    19205.88032
  56384.9005995    19448.43528
  56384.9007521    19125.74168
  56384.9009049    19317.27871
  56384.9010532    19634.42163
  56384.9012058    19314.01333
  56384.9013587    19209.33440
  56384.9015114    19123.71631
  56384.9016596    19233.34374
  56384.9018123    19524.06798
  56384.9019651    19557.41735
  56384.9021179    19405.51106
  56384.9022661    19300.44510
  56384.9024189    19292.60038
  56384.9025716    19235.01792
  56384.9027245    19536.77854
  56384.9028725    19113.48969
  56384.9030252    19743.37238
  56384.9031782    19230.69960
  56384.9033309    19375.55594
  56384.9034791    19062.97566
  56384.9036318    18982.43024
  56384.9037846    19359.06268
  56384.9039373    19111.48590
  56384.9040855    19167.56345
  56384.9042383    19655.21830
  56384.9045439    19594.69488
  56384.9046966    19513.07024
  56384.9048448    19241.98075
  56384.9049976    19400.73175
  56384.9051504    19270.08759
  56384.9053031    19258.54758
  56384.9054513    19352.00495
  56384.9056041    19645.37071
  56384.9057568    19550.72399
  56384.9059050    19510.41189
  56384.9060578    19192.86862
  56384.9062105    19503.70904
  56384.9063633    19501.86839
  56384.9065114    19331.20400
  56384.9066642    19195.60145
  56384.9068171    19326.61717
  56384.9069698    19503.59534
  56384.9071226    19508.34685
  56384.9072707    19347.56962
  56384.9074236    19173.42346
  56384.9075764    19278.07540
  56384.9077243    19403.89741
  56384.9078773    19841.74132
  56384.9080300    19644.71290
  56384.9081828    19699.09461
  56384.9083309    19249.82682
  56384.9084837    19018.04622
  56384.9086365    19522.31843
  56384.9087891    19420.32965
  56384.9089374    19170.35110
  56384.9090902    19493.04734
  56384.9092430    19222.62642
  56384.9093958    19587.41632
  56384.9095485    19055.79166
  56384.9096966    19215.21306
  56384.9098494    19585.00190
  56384.9100023    19181.80539
  56384.9101503    19286.05945
  56384.9103032    19497.57577
  56384.9104560    19296.75741
  56384.9106087    19558.37828
  56384.9107569    18936.30452
  56384.9109096    19188.41564
  56384.9110625    19285.22666
  56384.9112152    19588.31795
  56384.9113681    19312.53550
  56384.9115162    19189.82255
  56384.9116689    19488.20371
  56384.9118217    19423.26782
  56384.9119698    19285.27712
  56384.9121227    19220.29144
  56384.9122754    19512.00590
  56384.9124283    19354.22243
  56384.9125764    19292.27878
  56384.9127291    19488.01151
  56384.9128820    19442.88497
  56384.9130347    19604.14515
  56384.9131829    19133.81637
  56384.9133357    19495.83678
  56384.9134885    19362.09829
  56384.9136412    19509.13532
  56384.9137893    19285.40865
  56384.9139422    18954.69928
  56384.9140949    19737.17180
  56384.9142477    19320.08547
  56384.9144004    19433.26947
  56384.9145487    19106.58918
  56384.9147014    19453.50686
  56384.9148541    19137.86710
  56384.9150023    19332.31741
  56384.9151551    19459.63921
  56384.9153079    19614.95181
  56384.9154606    19085.30864
  56384.9156088    19220.56759
  56384.9157616    19362.66116
  56384.9159144    19353.77169
  56384.9160671    19465.31764
  56384.9162199    19349.08149
  56384.9163680    19608.22405
  56384.9165208    19523.52482
  56384.9166737    19268.82419
  56384.9168219    19328.38639
  56384.9169745    19628.93170
  56384.9171274    19390.29955
  56384.9172801    19643.26483
  56384.9174329    19514.11364
  56384.9175810    19386.75441
  56384.9177338    19364.26621
  56384.9178866    19373.42265
  56384.9180394    19560.61841
  56384.9181874    19356.88369
  56384.9183404    19230.41100
  56384.9184931    19244.18285
  56384.9186413    19483.06720
  56384.9187941    19493.44624
  56384.9189469    18981.71876
  56384.9190996    19381.52396
  56384.9192477    19252.22758
  56384.9194006    19440.14156
  56384.9195532    19654.90431
  56384.9197061    19344.66115
  56384.9198542    19104.90431
  56384.9200071    19180.43631
  56384.9201598    19461.57045
  56384.9203126    19519.26168
  56384.9204607    19282.65436
  56384.9206181    19878.02882
  56384.9207664    19568.82257
  56384.9209190    19443.39535
  56384.9210673    19354.67583
  56384.9212200    19223.79888
  56384.9213727    19307.91810
  56384.9215256    19386.95992
  56384.9216736    19132.80675
  56384.9218265    19492.19874
  56384.9219793    19334.93231
  56384.9221320    19476.33859
  56384.9222848    19435.77167
  56384.9224330    19405.56498
  56384.9225858    19334.40111
  56384.9227386    19356.16664
  56384.9228867    19267.11788
  56384.9231922    19349.71962
  56384.9233451    19473.91527
  56384.9234931    19539.62398
  56384.9236460    19343.68751
  56384.9237987    19614.22331
  56384.9239515    19490.37731
  56384.9240997    19409.89730
  56384.9242523    19451.33568
  56384.9244052    19438.68165
  56384.9245579    19358.23936
  56384.9247062    18873.20133
  56384.9248590    19171.23461
  56384.9250117    19466.67435
  56384.9251645    18980.52534
  56384.9253125    19247.49009
  56384.9254700    19977.28067
  56384.9256182    19530.53095
  56384.9257710    19659.07079
  56384.9259191    19314.17492
  56384.9262247    18985.41097
  56384.9263775    18981.13062
  56384.9265256    19476.85489
  56384.9266783    19635.53035
  56384.9268312    19379.02461
  56384.9269840    19968.06904
  56384.9271322    19448.83825
  56384.9272848    19562.79900
  56384.9274378    19442.35368
  56384.9275905    19608.13415
  56384.9277386    19213.54722
  56384.9278913    19616.45177
  56384.9280441    19769.48237
  56384.9281968    19621.75460
  56384.9283450    19460.66021
  56384.9286506    18956.16407
  56384.9288034    19921.53118
  56384.9289563    19249.62080
  56384.9291089    19575.02941
  56384.9292570    19318.44100
  56384.9294099    19631.78409
  56384.9295580    19227.66766
  56384.9297109    19643.88056
  56384.9298635    19425.59197
  56384.9300164    19452.00982
  56384.9301645    19157.68822
  56384.9303173    19758.86869
  56384.9304702    19504.50562
  56384.9306228    19367.63524
  56384.9307710    19489.02321
  56384.9309238    19225.12549
  56384.9310766    19409.22920
  56384.9312294    19496.75200
  56384.9313775    19368.13483
  56384.9315303    19666.10729
  56384.9316830    19597.06798
  56384.9318358    19224.11533
  56384.9319840    19286.95987
  56384.9321368    19521.52870
  56384.9322896    19178.50031
  56384.9324424    19693.79800
  56384.9325905    19310.72414
  56384.9327432    19367.39964
  56384.9328960    19363.49027
  56384.9330489    19245.14100
  56384.9331970    19628.35228
  56384.9333544    19805.51776
  56384.9335025    19270.52147
  56384.9336554    19109.13810
  56384.9338035    19270.94282
  56384.9339562    19649.60258
  56384.9341090    19390.89048
  56384.9342618    19730.12275
  56384.9344099    19340.20631
  56384.9345628    19509.65773
  56384.9347154    19598.55757
  56384.9348683    19380.62385
  56384.9350164    18973.32840
  56384.9351692    19338.79318
  56384.9353221    19386.99461
  56384.9354747    19473.79396
  56384.9356229    19122.27777
  56384.9357757    19365.67005
  56384.9359286    19434.57271
  56384.9360859    19683.34059
  56384.9362294    19137.51853
  56384.9363822    19416.49283
  56384.9365349    19760.61387
  56384.9366878    19625.39725
  56384.9368359    19324.36218
  56384.9369888    19254.19899
  56384.9371415    19497.75952
  56384.9372943    19556.18108
  56384.9374424    19430.59532
  56384.9375998    19345.87634
  56384.9377479    19570.32882
  56384.9379006    19909.49408
  56384.9380489    19253.48929
  56384.9382017    19709.79179
  56384.9383545    19403.30533
  56384.9385072    19343.72862
  56384.9386554    19111.33650
  56384.9388082    19878.99787
  56384.9389610    19335.12810
  56384.9391137    19578.31069
  56384.9392618    19469.00447
  56384.9394147    19498.34521
  56384.9395674    19343.36165
  56384.9397201    19381.04243
  56384.9398683    19558.02805
  56384.9401740    19321.05612
  56384.9403267    19475.01213
  56384.9404748    19259.19662
  56384.9406323    19358.85345
  56384.9407803    19473.40325
  56384.9409333    19717.04976
  56384.9410813    19469.18890
  56384.9412388    19792.57855
  56384.9413869    19337.96068
  56384.9415396    19396.74432
  56384.9416878    19515.49984
  56384.9418406    19599.21028
  56384.9419934    19503.50272
  56384.9421462    19852.66968
  56384.9422944    19488.91714
  56384.9424470    19512.45850
  56384.9425999    19548.62404
  56384.9427527    19754.62986
  56384.9429008    19452.42588
  56384.9432063    19672.28750
  56384.9433590    19560.15277
  56384.9435073    19671.70612
  56384.9436601    19604.39915
  56384.9438128    19639.03276
  56384.9439656    19787.27713
  56384.9441138    19212.33968
  56384.9444193    19254.94087
  56384.9445721    19333.72680
  56384.9447202    19546.60127
  56384.9448731    19400.15014
  56384.9450258    19255.04000
  56384.9451785    19747.77472
  56384.9453267    19485.99410
  56384.9454795    19551.98899
  56384.9456324    19746.71076
  56384.9457851    20057.75275
  56384.9459331    19208.31858
  56384.9460860    19560.63881
  56384.9462388    19613.42364
  56384.9463916    19429.85233
  56384.9465397    19089.81157
  56384.9466926    19479.74670
  56384.9468452    19454.89326
  56384.9471463    19342.01956
  56384.9472990    19803.10716
  56384.9474518    19637.30967
  56384.9476046    19345.41998
  56384.9477528    19585.81874
  56384.9479054    19756.31055
  56384.9480582    19947.27883
  56384.9482111    19221.22436
  56384.9483591    19475.53077
  56384.9485120    19607.71933
  56384.9486647    19687.42503
  56384.9488175    19750.25019
  56384.9489656    19710.55145
  56384.9491230    19908.28440
  56384.9492712    19700.19758
  56384.9494240    19502.27902
  56384.9495722    19478.41395
  56384.9497249    19609.55203
  56384.9498778    19472.38775
  56384.9500305    19439.59497
  56384.9501787    19367.54728
  56384.9503314    19876.26571
  56384.9504842    19732.21580
  56384.9506370    19468.08949
  56384.9507850    19683.64324
  56384.9509380    19628.38930
  56384.9510907    19448.32522
  56384.9512435    19594.60800
  56384.9513916    19228.58313
  56384.9515443    19586.91957
  56384.9516972    19582.96381
  56384.9518500    19880.83441
  56384.9520028    19515.51382
  56384.9521509    19330.75714
  56384.9523037    19732.40372
  56384.9524564    19187.38215
  56384.9526046    19448.35901
  56384.9527620    19591.73802
  56384.9529101    19325.81161
  56384.9530629    19579.70349
  56384.9532111    19405.44333
  56384.9535168    19569.17295
  56384.9536694    19611.67762
  56384.9538175    19350.63035
  56384.9539704    19080.25428
  56384.9541231    19468.38570
  56384.9542759    19396.86037
  56384.9544241    19434.85889
  56384.9545769    18984.20737
  56384.9547296    19414.39169
  56384.9548824    19500.72493
  56384.9550352    19524.31615
  56384.9551833    19330.82782
  56384.9553362    19494.19599
  56384.9554889    19645.25452
  56384.9556371    19215.54751
  56384.9557898    19267.95910
  56384.9559425    19639.30961
  56384.9560955    19611.25563
  56384.9562435    19335.51686
  56384.9565491    19067.58196
  56384.9567019    19313.86002
  56384.9568546    19649.45062
  56384.9570028    19262.22850
  56384.9571556    19385.99847
  56384.9573084    19330.69012
  56384.9574565    19122.52002
  56384.9576093    19636.76434
  56384.9577620    19444.02257
  56384.9579148    19407.80568
  56384.9580676    19307.25557
  56384.9582158    19364.23944
  56384.9583685    19516.02726
  56384.9585214    19266.61359
  56384.9586742    19597.84495
  56384.9588223    19293.68778
  56384.9589750    19052.81826
  56384.9591279    19311.79387
  56384.9592759    19596.05022
  56384.9594287    19412.10801
  56384.9595816    19536.08611
  56384.9597343    19394.66799
  56384.9598825    19565.25808
  56384.9600353    19639.30170
  56384.9601880    19300.90699
  56384.9603409    19413.58422
  56384.9604890    19180.80025
  56384.9606465    19816.42289
  56384.9607945    19347.37318
  56384.9609472    19527.42979
  56384.9610955    19294.96920
  56384.9614010    18993.92701
  56384.9615538    18978.22388
  56384.9617020    19714.54889
  56384.9618548    19359.84758
  56384.9620075    19316.76398
  56384.9621603    19379.19976
  56384.9623130    19288.38450
  56384.9624612    19246.06535
  56384.9626140    19226.66072
  56384.9627668    19267.88597
  56384.9629149    19366.39777
  56384.9630677    19378.64598
  56384.9632204    19296.19179
  56384.9633733    19158.38337
  56384.9635215    19013.63831
  56384.9638269    19209.61797
  56384.9639797    19196.81724
  56384.9641324    19488.14688
  56384.9642807    19225.31803
  56384.9644335    19390.55078
  56384.9647344    19257.68974
  56384.9648871    19167.40613
  56384.9650400    19170.30592
  56384.9651928    19398.26327
  56384.9653408    19319.84163
  56384.9654937    19510.26916
  56384.9656464    19395.54957
  56384.9657992    19431.76967
  56384.9659474    19369.09808
  56384.9662529    18975.67474
  56384.9664057    19498.34494
  56384.9665538    19321.04539
  56384.9667067    19172.31871
  56384.9668595    19686.88139
  56384.9670122    19415.00560
  56384.9671604    19329.00519
  56384.9673132    19608.64214
  56384.9674658    19431.32831
  56384.9676187    19549.13072
  56384.9677667    19213.57177
  56384.9679197    19479.75957
  56384.9680724    19314.65739
  56384.9682252    19278.29548
  56384.9683780    19649.50489
  56384.9685261    19741.26431
  56384.9686789    19389.48276
  56384.9688316    19196.21837
  56384.9689799    19364.25495
  56384.9691372    19635.05794
  56384.9692854    19214.82106
  56384.9694381    19146.23913
  56384.9695863    19190.07661
  56384.9697391    19375.65022
  56384.9698919    19520.41501
  56384.9700447    19595.73357
  56384.9701927    19393.53102
  56384.9703456    19179.58972
  56384.9704984    19630.55358
  56384.9706511    19318.27616
  56384.9708086    19382.17038
  56384.9709519    19190.33474
  56384.9712576    19399.34296
  56384.9714104    19484.04679
  56384.9715585    19224.23871
  56384.9717114    19323.07402
  56384.9718641    19335.92604
  56384.9720168    19497.78347
  56384.9721697    19662.18532
  56384.9723178    19232.81218
  56384.9724706    19499.72378
  56384.9726187    19371.92107
  56384.9727715    19354.89314
  56384.9729243    19299.73108
  56384.9730771    19606.78233
  56384.9732252    19650.64922
  56384.9733780    19206.23904
  56384.9735308    19480.33270
  56384.9736836    19374.67120
  56384.9738317    18953.68591
  56384.9739845    19147.57525
  56384.9741372    19273.50940
  56384.9742900    19166.33027
  56384.9744382    19469.47080
  56384.9745957    19723.05433
  56384.9747437    19188.41886
  56384.9748965    19424.68938
  56384.9750447    19181.27863
  56384.9751975    19256.03527
  56384.9753502    19451.62973
  56384.9755030    19375.96547
  56384.9756558    19643.93918
  56384.9758086    19375.00418
  56384.9759568    19363.69601
  56384.9761095    19508.75045
  56384.9762577    19242.56486
  56384.9764105    19563.36752
  56384.9765632    19693.35545
  56384.9767161    19459.39027
  56384.9770216    19192.27546
  56384.9771697    19286.94839
  56384.9773225    19554.93493
  56384.9774706    18972.49645
  56384.9776234    19497.69270
  56384.9777763    19344.16554
  56384.9779289    19241.52409
  56384.9780771    19129.91098
  56384.9782299    19829.30103
  56384.9783828    19403.18162
  56384.9785355    19385.76339
  56384.9786835    19276.10780
  56384.9788365    19341.82647
  56384.9789891    19553.85677
  56384.9791420    19297.97452
  56384.9792902    19546.93142
  56384.9794429    19561.00659
  56384.9795957    19754.93564
  56384.9797484    19578.56104
  56384.9798966    19023.71936
  56384.9800494    19441.66470
  56384.9802022    19353.35399
  56384.9803549    19565.76748
  56384.9805032    19460.86567
  56384.9806605    19955.46219
  56384.9808086    18861.08299
  56384.9809615    19444.44463
  56384.9811096    19345.73462
  56384.9812624    19185.88043
  56384.9814151    19210.92787
  56384.9815680    19092.94422
  56384.9817161    18994.09406
  56384.9818688    19535.23559
  56384.9820217    19415.84938
  56384.9821744    19275.27223
  56384.9823272    19435.09638
  56384.9824753    19540.96169
  56384.9826281    19258.29601
  56384.9827809    19484.85227
  56384.9829289    19001.26646
  56384.9830818    19364.81288
  56384.9832346    19043.18841
  56384.9833874    19434.80034
  56384.9835355    19194.88924
  56384.9838410    19103.82990
  56384.9839938    19513.88248
  56384.9841421    19022.37638
  56384.9842948    19745.51189
  56384.9844476    19259.84818
  56384.9846004    19209.69030
  56384.9847484    18833.82143
  56384.9849014    19222.30001
  56384.9850541    19377.89321
  56384.9852069    19326.37001
  56384.9853550    19410.16764
  56384.9855077    19098.01931
  56384.9856606    19175.65032
  56384.9858134    19089.52928
  56384.9861143    18870.54088
  56384.9862672    19344.78864
  56384.9864199    18736.78409
  56384.9865680    19089.55523
  56384.9867208    19509.50483
  56384.9868736    18941.54123
  56384.9870264    18973.11874
  56384.9871744    19238.56108
  56384.9873273    19421.95550
  56384.9874801    19263.28733
  56384.9876327    19397.69334
  56384.9877809    19077.49236
  56384.9879337    19286.29483
  56384.9880866    19342.06275
  56384.9882393    19313.96599
  56384.9883874    19430.22858
  56384.9886930    19289.85685
  56384.9888458    19235.81567
  56384.9889940    18913.47505
  56384.9892995    19197.41100
  56384.9894523    19148.29766
  56384.9896050    19617.43099
  56384.9897578    19528.20612
  56384.9899060    19256.71201
  56384.9900588    19282.62525
  56384.9902069    19309.28537
  56384.9903597    19261.95688
  56384.9905125    19277.58331
  56384.9906653    19399.73345
  56384.9908134    19220.40740
  56384.9909662    19346.49824
  56384.9911189    19136.00852
  56384.9912718    19262.34563
  56384.9914245    19264.55375
  56384.9915727    19193.59057
  56384.9917254    19149.76390
  56384.9918782    19556.67597
  56384.9920264    19325.51850
  56384.9921791    19236.85447
  56384.9923320    19043.88275
  56384.9924847    19255.44378
  56384.9926330    19339.86080
  56384.9927857    19454.59422
  56384.9929384    19023.71173
  56384.9930912    19161.99660
  56384.9932440    19134.59118
  56384.9933967    19386.32883
  56384.9935449    19219.18374
  56384.9936977    19105.62799
  56384.9938459    19312.02973
  56384.9939986    19487.45824
  56384.9941515    19563.92858
  56384.9943042    19142.92212
  56384.9944524    18743.87269
  56384.9946052    19494.74801
  56384.9947579    19034.77835
  56384.9949107    19297.49619
  56384.9950587    19410.82032
  56384.9952117    19412.49618
  56384.9953645    19345.43482
  56384.9956699    19552.95184
  56384.9958181    19307.81611
  56384.9959709    19233.05604
  56384.9961237    19536.58633
  56384.9962718    19312.44482
  56384.9964245    19328.21197
  56384.9965773    19855.48770
  56384.9968782    19409.37481
  56384.9970311    19534.66919
  56384.9971838    19265.10662
  56384.9973367    19349.68641
  56384.9974894    19308.58830
  56384.9976375    19398.23170
  56384.9977904    19256.99890
  56384.9979431    19234.67277
  56384.9980959    19275.50013
  56384.9982441    19200.65517
  56384.9983969    19024.15185
  56384.9985496    18941.77950
  56384.9987024    19055.27314
  56384.9988505    18779.38842
  56384.9990033    19106.66770
  56384.9991561    19179.61792
  56384.9993043    18900.69340
  56384.9994570    19282.19896
  56384.9996098    19299.52540
  56384.9997626    19185.93837
  56384.9999107    18790.50181
  56385.0000634    18891.45867
  56385.0002164    18835.69429
  56385.0003691    19406.07576
  56385.0005219    19450.86912
  56385.0006700    19056.36702
  56385.0008227    19150.12298
  56385.0009756    19105.24833
  56385.0011237    18950.20357
  56385.0012766    18933.17748
  56385.0014293    19163.89010
  56385.0015820    18708.78655
  56385.0017348    19322.85350
  56385.0018829    19101.51970
  56385.0020359    19079.29357
  56385.0021885    19178.43006
  56385.0023366    18851.09396
  56385.0024895    19282.92773
  56385.0026422    18947.89918
  56385.0027950    19221.21382
  56385.0029431    19058.55299
  56385.0030961    19123.92383
  56385.0032487    19298.75605
  56385.0034016    19543.30882
  56385.0035543    19304.88827
  56385.0037024    19254.77001
  56385.0038552    19121.40817
  56385.0040080    19246.05136
  56385.0041562    19057.27648
  56385.0043090    19367.19809
  56385.0044618    19713.05337
  56385.0046145    19210.31868
  56385.0047626    19037.90561
  56385.0049154    19244.65938
  56385.0052210    19468.85006
  56385.0053738    19004.32217
  56385.0055312    19618.04463
  56385.0056746    19137.67683
  56385.0058274    19198.81090
  56385.0059802    19139.62216
  56385.0061284    19195.96624
  56385.0062812    19099.55218
  56385.0064339    18875.70480
  56385.0065868    18903.49894
  56385.0067349    19219.16021
  56385.0068877    19083.93869
  56385.0070404    19246.85535
  56385.0071886    18755.36725
  56385.0073414    19256.28134
  56385.0074941    19247.12907
  56385.0076470    19026.62051
  56385.0077997    18993.36295
  56385.0079479    18831.93863
  56385.0081007    19038.32217
  56385.0082534    18833.24045
  56385.0084016    19122.96845
  56385.0085543    19116.89598
  56385.0087072    19209.94206
  56385.0088599    19424.34438
  56385.0090080    19368.89574
  56385.0091609    18945.03931
  56385.0093135    19198.61987
  56385.0094663    19047.31184
  56385.0096192    19352.90822
  56385.0097672    19079.95116
  56385.0099202    18920.87360
  56385.0100728    19358.65720
  56385.0102210    18857.04753
  56385.0103738    18976.79594
  56385.0105265    19269.66286
  56385.0106794    18903.14717
  56385.0108275    19223.89252
  56385.0109803    19026.34628
  56385.0111332    19406.79772
  56385.0112858    19172.43045
  56385.0114340    18622.55002
  56385.0117396    18907.55062
  56385.0118923    18955.29957
  56385.0120406    18804.16214
  56385.0121933    19350.69008
  56385.0123460    18783.51588
  56385.0124988    18989.01315
  56385.0126516    19376.30930
  56385.0127998    19151.23121
  56385.0129526    19165.07378
  56385.0131053    19169.26178
  56385.0132535    19132.45803
  56385.0134064    19265.25647
  56385.0135590    18947.78441
  56385.0137117    18979.38847
  56385.0140126    18991.28574
  56385.0141656    19320.58750
  56385.0143183    18808.38945
  56385.0144665    18569.15313
  56385.0146192    19325.32257
  56385.0147720    19058.27321
  56385.0149249    18894.65853
  56385.0150729    18883.24573
  56385.0152257    19014.41283
  56385.0153785    18855.46114
  56385.0155312    19222.98580
  56385.0156841    18822.23402
  56385.0158321    18891.82599
  56385.0159849    18935.98285
  56385.0161378    19200.93549
  56385.0162859    18804.87315
  56385.0164387    18648.82304
  56385.0165915    18997.33039
  56385.0167444    18892.54864
  56385.0168924    18875.21304
  56385.0170451    18816.76654
  56385.0173507    19330.86680
  56385.0175036    19245.85908
  56385.0176563    19167.41853
  56385.0178045    18640.52305
  56385.0179573    19199.67954
  56385.0181054    18666.73930
  56385.0182629    19110.24465
  56385.0184110    18808.64518
  56385.0185638    18793.30593
  56385.0187165    19402.96720
  56385.0188646    18950.18994
  56385.0190174    18855.25848
  56385.0191701    18987.56009
  56385.0193184    18552.74612
  56385.0194758    19031.09832
  56385.0196240    18884.53990
  56385.0197767    19173.41025
  56385.0199295    18935.81528
  56385.0200776    18999.04641
  56385.0202304    18651.47208
  56385.0203832    19097.46420
  56385.0205313    18778.78171
  56385.0206842    18926.12069
  56385.0208368    19088.31046
  56385.0209897    19180.68476
  56385.0211378    19030.27902
  56385.0212906    19029.12569
  56385.0214434    18702.82656
  56385.0215962    18928.34248
  56385.0217490    18811.07024
  56385.0218971    18930.69063
  56385.0220499    18786.09338
  56385.0222027    18740.88411
  56385.0223554    18553.32316
  56385.0225037    18925.87830
  56385.0226563    18806.50685
  56385.0228093    18941.08014
  56385.0229574    18564.57154
  56385.0231100    18829.81149
  56385.0232676    18965.96096
  56385.0234155    18903.49051
  56385.0235638    18888.74954
  56385.0237165    19138.49896
  56385.0238694    18957.34674
  56385.0240221    18694.04898
  56385.0241702    18733.90427
  56385.0243231    18934.47322
  56385.0244758    18967.68156
  56385.0246287    18866.29955
  56385.0247813    18745.22931
  56385.0249296    18974.87083
  56385.0250823    18905.17704
  56385.0252351    19189.65481
  56385.0253832    18926.92744
  56385.0255360    18912.75363
  56385.0256889    18736.23388
  56385.0259944    18845.62891
  56385.0261425    18819.43705
  56385.0262952    18667.37601
  56385.0264481    19021.77466
  56385.0265963    18635.66880
  56385.0267491    18774.66571
  56385.0269017    18752.74892
  56385.0270547    18525.88289
  56385.0272073    18895.03760
  56385.0273556    18699.94437
  56385.0275083    18975.17321
  56385.0276611    18768.19485
  56385.0278139    18872.03707
  56385.0279620    18751.84682
  56385.0281148    18762.10627
  56385.0282675    19227.51651
  56385.0284202    18233.59905
  56385.0285685    18705.33023
  56385.0287212    19293.92047
  56385.0288741    18912.87747
  56385.0290222    18641.45947
  56385.0291750    18989.42582
  56385.0293277    18729.01016
  56385.0296334    18774.80065
  56385.0297815    18606.04835
  56385.0299342    19034.89019
  56385.0300870    18497.55419
  56385.0302352    18514.50504
  56385.0303880    19174.92974
  56385.0305407    19067.64178
  56385.0306935    19167.50701
  56385.0308463    18970.33256
  56385.0309944    18769.49223
  56385.0311472    18752.61155
  56385.0312999    18746.34680
  56385.0314527    18821.13580
  56385.0316056    18944.61863
  56385.0317537    18870.37847
  56385.0319065    18440.75660
  56385.0320593    18813.26890
  56385.0322075    18834.88970
  56385.0323601    18600.72582
  56385.0325129    18966.54519
  56385.0326658    19049.42890
  56385.0328186    18546.21232
  56385.0329667    18715.75538
  56385.0331195    19011.22374
  56385.0332723    18595.88384
  56385.0334203    18545.17384
  56385.0335731    18566.37698
  56385.0337260    19088.77091
  56385.0338787    18807.58666
  56385.0340270    18842.67942
  56385.0341796    18992.87280
  56385.0343324    18989.94626
  56385.0344852    18781.06008
  56385.0346333    18418.40573
  56385.0347908    18889.35423
  56385.0349389    18765.47593
  56385.0350871    18676.97120
  56385.0353927    18766.23410
  56385.0355454    18720.72274
  56385.0356982    18663.56586
  56385.0358464    18850.08952
  56385.0359991    18832.76091
  56385.0361520    18679.74868
  56385.0363047    18477.08784
  56385.0364529    18974.00019
  56385.0366057    18895.73443
  56385.0367583    18742.09084
  56385.0369112    18717.58301
  56385.0370593    18358.57859
  56385.0372120    18866.22775
  56385.0373650    18775.09655
  56385.0375176    18661.77293
  56385.0376658    18722.07636
  56385.0378186    19203.80649
  56385.0379713    18821.51629
  56385.0381241    18842.09294
  56385.0382723    18666.55954
  56385.0384251    18590.47568
  56385.0385779    18253.99971
  56385.0387306    18911.49080
  56385.0388788    18676.92178
  56385.0390317    18813.86043
  56385.0391844    18719.64686
  56385.0393370    18767.39161
  56385.0394853    18387.91007
  56385.0396380    18812.22532
  56385.0397909    18793.77827
  56385.0399435    18646.86523
  56385.0400918    18761.12650
  56385.0402445    18889.62765
  56385.0403972    18825.93691
  56385.0405501    18730.73300
  56385.0406982    18657.96264
  56385.0408511    18712.09633
  56385.0410038    18869.67749
  56385.0413047    18557.15570
  56385.0414575    18684.01514
  56385.0416103    18615.78159
  56385.0419113    18906.38838
  56385.0422168    18923.46570
  56385.0423695    18713.81820
  56385.0425177    18705.53502
  56385.0426706    18766.22329
  56385.0428233    18853.17364
  56385.0429760    18759.68642
  56385.0431243    18557.43649
  56385.0432770    18759.60039
  56385.0434298    18850.33149
  56385.0435825    19096.73552
  56385.0437308    18805.44636
  56385.0438834    19062.56952
  56385.0440362    18998.05311
  56385.0441890    18600.08897
  56385.0443372    18684.43466
  56385.0444946    18884.94003
  56385.0446428    18550.42104
  56385.0447954    18533.76929
  56385.0449437    18491.45327
  56385.0450965    18443.66571
  56385.0452492    18902.53634
  56385.0454020    18715.63916
  56385.0455501    18293.03141
  56385.0457029    18673.04595
  56385.0458558    18549.86092
  56385.0460085    18551.44201
  56385.0461567    18584.65116
  56385.0463093    18414.74981
  56385.0464622    18786.89186
  56385.0466150    18453.11250
  56385.0467632    18394.85436
  56385.0469159    18733.42933
  56385.0470686    18989.79359
  56385.0472215    18886.69578
  56385.0473696    18348.57180
  56385.0475224    18924.27965
  56385.0476751    18748.22621
  56385.0478280    18399.29112
  56385.0479808    18645.38185
  56385.0481334    18503.10849
  56385.0482817    18420.96657
  56385.0484344    18483.15046
  56385.0485827    18533.41531
  56385.0488881    18256.66127
  56385.0490409    18588.02280
  56385.0491891    18487.98440
  56385.0493419    18817.31145
  56385.0494947    18505.77116
  56385.0496474    18589.70051
  56385.0497956    18361.31249
  56385.0499483    18566.94071
  56385.0501011    18575.42651
  56385.0502539    18429.63017
  56385.0505548    18165.69663
  56385.0507078    18646.97307
  56385.0508604    18525.76434
  56385.0510085    18466.26690
  56385.0511614    18534.60996
